geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
82007,508183565,1429387,41.080009,-104.69167,1,360450,.039999999,.0099999998,0,.75,2023-05-27T14:46:58Z,2023-05-27T14:57:45Z,IP Address,45.17.226.29,100,646,TRUE,2023-05-27T14:57:45Z,R_2Ysw2v20ufYwtqj,NA,NA,NA,NA,32.530899,-97.3134,anonymous,EN,0.8999999761581421,NA,Wyoming,55 to 59 years,Female,Very important,Informed,Informed,NA,5+,2,1,3,2,1,Do not change thresholds,6 to 10 times,Agree,6 to 10 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],1laCcTvGXao8IbswhypniZ,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82007,508183565,1429387,41.080009,-104.69167,1,360450,.039999999,.0099999998,0,.75,2023-05-28T17:51:52Z,2023-05-28T17:54:49Z,IP Address,73.243.7.73,100,176,TRUE,2023-05-28T17:54:50Z,R_123xEGmF0sgcDn2,NA,NA,NA,NA,39.983398,-105.143,anonymous,EN,0.8999999761581421,NA,Colorado,18 to 19 years,Female,Important,Very informed,Slightly informed,NA,1,3,5+,5+,3,1,Decrease (more strict) thresholds,11 to 15 times,Agree,11 to 15 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],12LBXM9XB8Q20AWahcroeM,15954811,NA,NA,1,NA,National,{Invalid Expression},696
82007,508183565,1429387,41.080009,-104.69167,1,360450,.039999999,.0099999998,0,.75,2023-05-28T18:29:09Z,2023-05-28T18:39:50Z,IP Address,47.28.252.8,100,640,TRUE,2023-05-28T18:39:50Z,R_CdWhzSeDQMr5NrH,NA,NA,NA,NA,41.109501,-104.8157,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Very important,Slightly informed,Not informed at all,NA,5+,4,1,5+,3,1,Do not change thresholds,More than 15 times,Agree,More than 15 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],16g39DV8DMPg9rVlysenTB,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82009,3211722269,1840638,41.373554,-104.84281,1,338196,.0099999998,.039999999,.0099999998,.76999998,2023-05-28T08:19:24Z,2023-05-28T08:23:15Z,IP Address,174.234.6.250,100,230,TRUE,2023-05-28T08:23:15Z,R_3emfYuMCAyDBoMH,NA,NA,NA,NA,39.7318,-104.9669,anonymous,EN,1,NA,Wyoming,60 to 64 years,Female,Very important,Informed,Informed,NA,5+,3,3,Unlimited (never remove),5+,5+,Do not change thresholds,11 to 15 times,Agree,11 to 15 times,Observed bear from a safe distance,"Yes, 3-4 years",Strongly disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Electric Fence,Use of bear-proof trash cans,Herding and husbandry practices,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors","Livestock Carcass Management (Removal of carcasses),Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc)",Graduate Degree,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],6831TBcQTekfQH3pZQoT4r,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82070,2827628425,32918788,41.195244,-105.83188,1,273466,.0099999998,0,.02,.28,2023-05-27T17:34:05Z,2023-05-27T17:39:01Z,IP Address,174.45.179.50,100,295,TRUE,2023-05-27T17:39:02Z,R_2y7KzZ0cQM9ZvBx,NA,NA,NA,NA,41.305302,-105.5899,anonymous,EN,1,NA,Wyoming,45 to 54 years,Male,Important,Slightly informed,Slightly informed,NA,3,2,1,5+,3,1,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,NA,"Yes, 5+ years",Disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors",Use of bear-proof trash cans,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],2cY3o52yVbn11PsKKF7hKB,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82072,558977801,1169832,41.414288,-105.47715,1,288027,.02,0,.0099999998,.23,2023-05-29T14:04:25Z,2023-05-29T14:06:44Z,IP Address,174.45.179.156,100,138,TRUE,2023-05-29T14:06:44Z,R_27m8SsPEQM4sx8B,NA,NA,NA,NA,41.305302,-105.5899,anonymous,EN,0.8999999761581421,NA,Wyoming,20 to 24 years,Female,Important,Informed,Informed,NA,3,3,3,4,3,3,Decrease (more strict) thresholds,More than 15 times,Agree,11 to 15 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],0zgz8Sa9POPKmEP5PF9NW8,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82201,4452044671,15351994,42.01873,-105.149,1,293144,0,.050000001,.02,.51999998,2023-05-28T17:56:59Z,2023-05-28T18:06:08Z,IP Address,204.132.112.240,100,548,TRUE,2023-05-28T18:06:08Z,R_3L7vLUk62Ak9EWs,NA,NA,NA,NA,42.046398,-104.9699,anonymous,EN,1,NA,Wyoming,85 years or more,Male,Important,Slightly informed,Not informed at all,NA,3,2,1,4,2,1,Do not change thresholds,11 to 15 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],6uUk4BliWVcwYFpJhHq2qV,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82201,4452044671,15351994,42.01873,-105.149,1,293144,0,.050000001,.02,.51999998,2023-05-29T15:38:32Z,2023-05-29T15:43:07Z,IP Address,192.122.212.27,100,274,TRUE,2023-05-29T15:43:08Z,R_2VlRHmMk9TiVXWg,NA,NA,NA,NA,42.046398,-104.9699,anonymous,EN,1,NA,Wyoming,18 to 19 years,Male,Important,Informed,Slightly informed,NA,3,4,4,3,4,4,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Encountered bear from unsafe distance,"Yes, 5+ years",Disagree,No,"Electric Fence,Preventing access to crops, grain, and/or livestock foods","Electric Fence,Preventing access to crops, grain, and/or livestock foods",High school graduate,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],6yW7jDqZW7JKOOngLDPfwG,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82214,271016954,4126077,42.252377,-104.79121,1,320665,.02,0,0,.75999999,2023-05-27T12:41:29Z,2023-05-27T12:46:39Z,IP Address,172.58.12.218,100,310,TRUE,2023-05-27T12:46:40Z,R_245TyhT1vA0NqsK,NA,NA,NA,NA,39.7593,-104.9651,anonymous,EN,0.8999999761581421,NA,Wyoming,18 to 19 years,Female,Important,Slightly informed,Not informed at all,NA,3,2,1,5+,4,2,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Less than high school,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],6bIeu2bFHSVBPb8sbW54EU,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82223,388657524,1064813,42.130329,-104.39578,1,352357,.0099999998,.20999999,.0099999998,.63,2023-05-29T12:32:39Z,2023-05-29T12:37:05Z,IP Address,24.143.24.122,100,265,TRUE,2023-05-29T12:37:05Z,R_1LGYgag4t8iNsLd,NA,NA,NA,NA,42.059502,-104.1911,anonymous,EN,1,NA,Wyoming,55 to 59 years,Male,Important,Slightly informed,Slightly informed,NA,5+,4,2,Unlimited (never remove),2,2,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Encountered bear from unsafe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],7wXYwBe1I1MuGcHzK5CqZV,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82401,1531481054,6251269,43.988571,-108.15215,1,35673,.0099999998,.090000004,.0099999998,.050000001,2023-05-29T20:55:09Z,2023-05-29T20:59:26Z,IP Address,72.36.27.107,100,256,TRUE,2023-05-29T20:59:27Z,R_2RPr7C54QK3Hd8w,NA,NA,NA,NA,44.012001,-107.9553,anonymous,EN,1,NA,Wyoming,18 to 19 years,Female,Important,Slightly informed,Slightly informed,NA,3,5+,5+,3,Unlimited (never remove),Unlimited (never remove),Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Neither agree nor disagree,Yes,"Electric Fence,Carrying of bear spray when outdoors",Carrying of bear spray when outdoors,Less than high school,Liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],5jTaTHG0TdBVke3YOMpKli,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82410,452330609,2517785,44.354713,-108.11919,1,35176,.0099999998,.12,.0099999998,.07,2023-05-26T13:11:39Z,2023-05-26T13:14:10Z,IP Address,35.150.106.123,100,150,TRUE,2023-05-26T13:14:11Z,R_eRuY1Q7eU5E4Xsd,NA,NA,NA,NA,44.523102,-109.0756,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Male,Important,Informed,Informed,NA,5+,5+,5+,5+,5+,5+,Do not change thresholds,More than 15 times,Agree,More than 15 times,Observed bear from a safe distance,"Yes, 1-2 years",Strongly disagree,Yes,"Use of bear-proof trash cans,Verified Compensation Programs,Carrying of bear spray when outdoors","Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Herding and husbandry practices",Some college,Conservative,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4sL08kIOJbYrVVIpgi4TUt,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82414,7301824905,42106486,44.492386,-109.5936,1,0,0,.0099999998,.0099999998,.029999999,2023-05-27T13:22:55Z,2023-05-27T13:26:27Z,IP Address,96.31.99.179,100,212,TRUE,2023-05-27T13:26:28Z,R_2RWZqVqH5KhWfUD,NA,NA,NA,NA,44.523102,-109.0756,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Very important,Slightly informed,Slightly informed,NA,2,3,5+,1,3,4,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,Carrying of bear spray when outdoors,No actions taken have been effective,Bachelor degree,Liberal,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],31IR7WHFljGbpOVtSrAOEV,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82414,7301824905,42106486,44.492386,-109.5936,1,0,0,.0099999998,.0099999998,.029999999,2023-05-27T17:10:50Z,2023-05-27T17:20:12Z,IP Address,67.215.17.195,100,561,TRUE,2023-05-27T17:20:13Z,R_ypDIyUwqYJGNB1T,NA,NA,NA,NA,44.523102,-109.0756,anonymous,EN,0.8999999761581421,NA,Wyoming,45 to 54 years,Female,Very important,Slightly informed,Slightly informed,NA,4,3,1,Unlimited (never remove),5+,2,Increase (more lenient) thresholds,11 to 15 times,Agree,11 to 15 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc)",Some college,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],6wZXs0eaBQjTjavXmBdRUx,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82414,7301824905,42106486,44.492386,-109.5936,1,0,0,.0099999998,.0099999998,.029999999,2023-05-27T18:50:28Z,2023-05-27T18:54:40Z,IP Address,47.5.89.224,100,251,TRUE,2023-05-27T18:54:40Z,R_3J2WAjgRhjdp0Vu,NA,NA,NA,NA,44.523102,-109.0756,anonymous,EN,0.8999999761581421,NA,Wyoming,45 to 54 years,Female,Very important,Informed,Informed,NA,5+,2,1,5+,2,1,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,Encountered bear from unsafe distance,"Yes, 5+ years",Disagree,Yes,Carrying of bear spray when outdoors,Carrying of bear spray when outdoors,Graduate Degree,Liberal,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],0Fqqbe7SWzo9VAqCkwJrBO,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82414,7301824905,42106486,44.492386,-109.5936,1,0,0,.0099999998,.0099999998,.029999999,2023-05-29T08:41:09Z,2023-05-29T08:45:59Z,IP Address,172.58.45.1,100,290,TRUE,2023-05-29T08:46:00Z,R_3O8H96qooyksr96,NA,NA,NA,NA,43.616501,-116.2001,anonymous,EN,1,NA,Wyoming,65 to 74 years,Female,Very important,Informed,Very informed,NA,2,1,1,3,2,2,Do not change thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 3-4 years",Disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Verified Compensation Programs,Carrying of bear spray when outdoors,Carrying a bear gun","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Verified Compensation Programs,Carrying of bear spray when outdoors,Carrying a bear gun",Graduate Degree,Very conservative,"Between $150,000 and $199,999",Qual37847-0505-GrizzlyBears-[BM],5mXctbQo4HWE9sUCrWEwk1,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82426,1452034745,2450065,44.514153,-107.76791,1,65473,0,.029999999,.0099999998,.13,2023-05-28T08:03:37Z,2023-05-28T08:10:08Z,IP Address,96.31.126.216,100,391,TRUE,2023-05-28T08:10:09Z,R_1lme7tnhPUTlVXu,NA,NA,NA,NA,44.491901,-108.0845,anonymous,EN,1,NA,Wyoming,65 to 74 years,Male,Very important,Informed,Informed,NA,3,2,1,3,2,2,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,Encountered bear from unsafe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],7zErEW35pcEsGkMZ8Yi7zJ,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82426,1452034745,2450065,44.514153,-107.76791,1,65473,0,.029999999,.0099999998,.13,2023-05-29T09:06:06Z,2023-05-29T09:11:24Z,IP Address,96.31.104.138,100,317,TRUE,2023-05-29T09:11:24Z,R_2XpwD4QITNemEGr,NA,NA,NA,NA,44.491901,-108.0845,anonymous,EN,1,NA,Wyoming,45 to 54 years,Male,Very important,Informed,Informed,NA,4,3,1,Unlimited (never remove),4,3,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 1-2 years",Strongly disagree,No,Carrying a bear gun,Carrying a bear gun,Bachelor degree,Very conservative,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],4Cq69fbtaJpakF7WQi8oLu,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82431,1435721608,36670856,44.84024,-108.16438,1,51847,.0099999998,.050000001,0,.14,2023-05-27T22:10:15Z,2023-05-27T22:28:20Z,IP Address,63.145.13.92,100,1085,TRUE,2023-05-27T22:28:21Z,R_2tJOiOTgoisrQhp,NA,NA,NA,NA,45.284,-108.9096,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Female,Important,Very informed,Informed,NA,3,3,3,3,2,2,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],6FSiK1KBRBgPXyUK6T5AYE,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82435,2193816155,2841886,44.810459,-108.91504,1,2695,.0099999998,.13,.0099999998,.02,2023-05-25T19:51:13Z,2023-05-25T19:54:30Z,IP Address,104.36.42.182,100,197,TRUE,2023-05-25T19:54:31Z,R_2Sdjql7HLywTY57,NA,NA,NA,NA,44.7561,-108.7773,anonymous,EN,0.8999999761581421,NA,Wyoming,45 to 54 years,Female,Important,Informed,Slightly informed,NA,3,5+,5+,2,5+,Unlimited (never remove),Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 3-4 years",Strongly disagree,No,I've taken none of these actions,NA,Associate degree,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],6AqPSxeo3NteUIMByq3A88,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82501,2435848040,78379280,43.033051,-108.20699,1,49011,.0099999998,.07,.02,.029999999,2023-05-27T11:13:50Z,2023-05-27T11:16:50Z,IP Address,47.5.14.90,100,180,TRUE,2023-05-27T11:16:50Z,R_2EB0vmW6STfkNY8,NA,NA,NA,NA,43.035099,-108.2024,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Female,Important,Slightly informed,Slightly informed,NA,2,4,5+,2,4,5+,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],5bCjXinnyktKWuIM8ay0ee,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82501,2435848040,78379280,43.033051,-108.20699,1,49011,.0099999998,.07,.02,.029999999,2023-05-27T23:17:05Z,2023-05-27T23:25:54Z,IP Address,172.58.61.184,100,529,TRUE,2023-05-27T23:25:55Z,R_1K1KElduxHBCZ7q,NA,NA,NA,NA,39.730099,-104.9078,anonymous,EN,1,NA,Wyoming,45 to 54 years,Female,Very important,Informed,Informed,NA,3,2,1,4,3,1,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 3-4 years",Strongly disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun","Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun",Some college,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],4MnbluGrSwl9QKbdszgPAO,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82501,2435848040,78379280,43.033051,-108.20699,1,49011,.0099999998,.07,.02,.029999999,2023-05-29T19:56:57Z,2023-05-29T20:00:55Z,IP Address,47.5.41.95,100,237,TRUE,2023-05-29T20:00:55Z,R_2sU4OgR5Nrmpv2q,NA,NA,NA,NA,43.035099,-108.2024,anonymous,EN,1,NA,Wyoming,45 to 54 years,Female,Important,Informed,Slightly informed,NA,4,2,2,3,3,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,NA,"Yes, 1-2 years",Strongly disagree,No,I've taken none of these actions,NA,Bachelor degree,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],58k2rsMw5eta0k3apF3ayd,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82513,3982121057,27746136,43.617645,-109.67289,1,0,0,0,0,.1,2023-05-29T23:11:19Z,2023-05-29T23:16:20Z,IP Address,72.36.44.212,100,301,TRUE,2023-05-29T23:16:21Z,R_2wNV9IxxDfTVtLA,NA,NA,NA,NA,43.539501,-109.6546,anonymous,EN,1,NA,Wyoming,45 to 54 years,Female,Very important,Informed,Very informed,NA,5+,5+,5+,Unlimited (never remove),Unlimited (never remove),5+,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,NA,"Yes, 5+ years",Disagree,Yes,"Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Electric Fence,Use of bear-proof trash cans,Frightening and scare devices (sirens, strobe lights, motion sprinkler systems, etc),Carrying of bear spray when outdoors,Carrying a bear gun","Use of bear-proof trash cans,Carrying a bear gun",Graduate Degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],6JARvXLQaqjrM64MUgQkaf,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82520,5708394388,44779084,42.699169,-108.6186,1,6688,0,0,.02,.050000001,2023-05-26T15:17:29Z,2023-05-26T15:22:15Z,IP Address,37.19.221.225,100,286,TRUE,2023-05-26T15:22:16Z,R_1r0oyOtKaMWdWKR,NA,NA,NA,NA,29.764601,-95.3657,anonymous,EN,0.800000011920929,NA,Wyoming,60 to 64 years,Female,Very important,Informed,Informed,NA,5+,3,2,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 3-4 years",Strongly disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors","Use of bear-proof trash cans,Carrying of bear spray when outdoors",Bachelor degree,Liberal,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],7xn025aOBoUKSUhx7vlrn1,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82520,5708394388,44779084,42.699169,-108.6186,1,6688,0,0,.02,.050000001,2023-05-27T07:15:50Z,2023-05-27T07:28:02Z,IP Address,74.81.177.135,100,732,TRUE,2023-05-27T07:28:03Z,R_1jCXfezmWPY3tYR,NA,NA,NA,NA,42.920799,-108.5913,anonymous,EN,0.8999999761581421,NA,Wyoming,55 to 59 years,Female,Important,Informed,Slightly informed,NA,3,3,4,3,4,4,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],45FNOfwCwOHChNTMN7C89E,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82601,1476793485,5327009,43.058945,-106.43981,1,188521,.02,0,0,.2,2023-05-27T20:09:03Z,2023-05-27T20:14:29Z,IP Address,184.167.157.61,100,326,TRUE,2023-05-27T20:14:30Z,R_2rHI4FyMfZX0QGJ,NA,NA,NA,NA,42.843102,-106.313,anonymous,EN,1,NA,Wyoming,35 to 44 years,Female,Slightly important,Informed,Informed,NA,3,4,5+,3,4,5+,Do not change thresholds,6 to 10 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Disagree,No,Carrying of bear spray when outdoors,"Use of bear-proof trash cans,Carrying of bear spray when outdoors",Bachelor degree,Very conservative,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],3gGCPVP4h0k7ctXcjiDQzg,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82601,1476793485,5327009,43.058945,-106.43981,1,188521,.02,0,0,.2,2023-05-28T15:27:00Z,2023-05-28T15:31:20Z,IP Address,184.167.47.59,100,259,TRUE,2023-05-28T15:31:21Z,R_3efr9hUO2C7dndr,NA,NA,NA,NA,42.843102,-106.313,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Very important,Slightly informed,Slightly informed,NA,5+,3,1,Unlimited (never remove),2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors","Use of bear-proof trash cans,Carrying of bear spray when outdoors",Associate degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],3ul5N6B6qOsfG3N8wpo7K8,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82601,1476793485,5327009,43.058945,-106.43981,1,188521,.02,0,0,.2,2023-05-28T17:38:05Z,2023-05-28T17:44:01Z,IP Address,65.131.71.81,100,355,TRUE,2023-05-28T17:44:01Z,R_RWgBLl1kQ2roZVf,NA,NA,NA,NA,41.607201,-109.228,anonymous,EN,NA,NA,Wyoming,25 to 34 years,Female,Very important,Informed,Slightly informed,NA,3,5+,5+,Unlimited (never remove),3,3,Increase (more lenient) thresholds,More than 15 times,Agree,More than 15 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0DPO756cgbbOgTBSnzF3Dj,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82604,4782176882,18155852,42.857605,-106.77077,1,157571,.0099999998,.0099999998,.0099999998,.039999999,2023-05-25T19:39:44Z,2023-05-25T19:43:59Z,IP Address,174.234.4.26,100,254,TRUE,2023-05-25T19:44:00Z,R_1C9iVdvUq1zTrWN,NA,NA,NA,NA,39.727699,-104.9815,anonymous,EN,1,NA,Wyoming,65 to 74 years,Female,Very important,Slightly informed,Slightly informed,NA,4,4,4,4,4,4,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Neither agree nor disagree,No,I've taken none of these actions,NA,Associate degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0T3yi1DzHM79ECQxufbAw5,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82604,4782176882,18155852,42.857605,-106.77077,1,157571,.0099999998,.0099999998,.0099999998,.039999999,2023-05-28T01:06:57Z,2023-05-28T01:14:03Z,IP Address,174.215.16.35,100,426,TRUE,2023-05-28T01:14:04Z,R_A0bJZJNkEacPOwh,NA,NA,NA,NA,39.7388,-104.9868,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Male,Not important at all,Informed,Informed,NA,1,1,1,1,1,1,Decrease (more strict) thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4yWgtfoEJHn3RFi1tvjk0m,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
